"","fips","month","av_tem"
"5193","21179",3,42.2333333333333
"5194","21179",4,47.1
"5195","21179",5,58.1333333333333
"5196","21179",6,70.3333333333333
"5197","21179",7,76
"5198","21179",8,72.2666666666667
"5199","21179",9,63.2333333333333
"5200","21179",10,50.8333333333333
"5201","21181",1,38.2
"5202","21181",2,37.8
"5203","21181",3,48.55
"5204","21181",4,49.4
"5205","21181",5,59.05
"5206","21181",6,68.65
"5207","21181",7,75.9
"5208","21181",8,72.35
"5209","21181",9,65.15
"5210","21181",10,56.15
"5211","21185",1,39.3
"5212","21185",2,38.05
"5213","21185",3,51.4
"5214","21185",4,53.95
"5215","21185",5,65.65
"5216","21185",6,76.4
"5217","21185",7,80.3
"5218","21185",8,77.3
"5219","21185",9,67.9
"5220","21185",10,56.7
"5221","21189",1,41
"5222","21189",2,41.8
"5223","21189",3,52.2
"5224","21189",4,52.7
"5225","21189",5,61.9
"5226","21189",6,71.9
"5227","21189",7,78.6
"5228","21189",8,75
"5229","21189",9,68.2
"5230","21189",10,58.5
"5231","21191",1,36.8
"5232","21191",2,37
"5233","21191",3,47.55
"5234","21191",4,49.15
"5235","21191",5,58.3
"5236","21191",6,69.3
"5237","21191",7,75.65
"5238","21191",8,71.85
"5239","21191",9,64
"5240","21191",10,54.95
"5241","21197",1,32.95
"5242","21197",2,31.95
"5243","21197",3,40.2
"5244","21197",4,44.15
"5245","21197",5,53.7
"5246","21197",6,62.1
"5247","21197",7,69.15
"5248","21197",8,68.1
"5249","21197",9,61.15
"5250","21197",10,47.9
"5251","21201",1,44.1333333333333
"5252","21201",2,43.4
"5253","21201",3,56.2
"5254","21201",4,57.0333333333333
"5255","21201",5,66.0666666666667
"5256","21201",6,75.4666666666667
"5257","21201",7,81.2333333333333
"5258","21201",8,78.4333333333333
"5259","21201",9,70.8333333333333
"5260","21201",10,61.4666666666667
"5261","21203",1,39.8
"5262","21203",2,39.8
"5263","21203",3,51.4
"5264","21203",4,51.5
"5265","21203",5,61.6
"5266","21203",6,70.9
"5267","21203",7,77.6
"5268","21203",8,74.1
"5269","21203",9,67.4
"5270","21203",10,57.8
"5271","21205",1,41.9
"5272","21205",2,41.75
"5273","21205",3,53.05
"5274","21205",4,54.05
"5275","21205",5,60.95
"5276","21205",6,71.7
"5277","21205",7,78.2
"5278","21205",8,75.1
"5279","21205",9,67.6
"5280","21205",10,59.5
"5281","21213",1,46.65
"5282","21213",2,47.25
"5283","21213",3,59.7
"5284","21213",4,59.3
"5285","21213",5,67.35
"5286","21213",6,76.3
"5287","21213",7,81.05
"5288","21213",8,78.4
"5289","21213",9,72.9
"5290","21213",10,63.35
"5291","21219",1,27.1333333333333
"5292","21219",2,28.2333333333333
"5293","21219",3,41.2333333333333
"5294","21219",4,46.1
"5295","21219",5,57.4666666666667
"5296","21219",6,71.0333333333333
"5297","21219",7,75.1333333333333
"5298","21219",8,72.6
"5299","21219",9,62.7666666666667
"5300","21219",10,47.4333333333333
"5301","2122",1,3.9
"5302","2122",2,18.6
"5303","2122",3,21
"5304","2122",4,33.1
"5305","2122",5,43.4
"5306","2122",6,47.9
"5307","2122",7,53.7
"5308","2122",8,52.2
"5309","2122",9,44.6
"5310","2122",10,35
"5311","21221",1,41.4
"5312","21221",2,41.3
"5313","21221",3,53.6
"5314","21221",4,55.6
"5315","21221",5,65.2
"5316","21221",6,75.4
"5317","21221",7,80.1
"5318","21221",8,76.4
"5319","21221",9,70.8
"5320","21221",10,58.5
"5321","21223",1,38.9
"5322","21223",2,37.5
"5323","21223",3,49.9
"5324","21223",4,52.8
"5325","21223",5,62.4
"5326","21223",6,73.3
"5327","21223",7,78.9
"5328","21223",8,74.6
"5329","21223",9,67.7
"5330","21223",10,56.5
"5331","21237",1,40.3
"5332","21237",2,40.3
"5333","21237",3,51.4
"5334","21237",4,51.6
"5335","21237",5,61
"5336","21237",6,71.3
"5337","21237",7,78
"5338","21237",8,74.3
"5339","21237",9,67.4
"5340","21237",10,57.7
"5341","2130",1,23.8
"5342","2130",2,30.3
"5343","2130",3,30.8
"5344","2130",4,37.3
"5345","2130",5,47.7
"5346","2130",6,49.9
"5347","2130",7,53.6
"5348","2130",8,52.8
"5349","2130",9,51
"5350","2130",10,38.8
"5351","2150",1,14.9
"5352","2150",2,25.7
"5353","2150",3,28.7
"5354","2150",4,38.5
"5355","2150",5,45.2
"5356","2150",6,48.2
"5357","2150",7,56.4
"5358","2150",8,54.4
"5359","2150",9,47.9
"5360","2150",10,40.1
"5361","2158",1,-4.2
"5362","2158",2,2.4
"5363","2158",3,14.7
"5364","2158",4,30
"5365","2158",5,47.6
"5366","2158",6,52.9
"5367","2158",7,54.9
"5368","2158",8,54.4
"5369","2158",9,44.1
"5370","2158",10,35.5
"5371","2164",1,2.8
"5372","2164",2,19.2
"5373","2164",3,22.4
"5374","2164",4,37.3
"5375","2164",5,45.6
"5376","2164",6,49.8
"5377","2164",7,56
"5378","2164",8,54.3
"5379","2164",9,46.7
"5380","2164",10,37.9
"5381","2170",1,-5.1
"5382","2170",2,10
"5383","2170",3,12.7
"5384","2170",4,27.5
"5385","2170",5,42.1
"5386","2170",6,47.8
"5387","2170",7,52.6
"5388","2170",8,50.4
"5389","2170",9,41.4
"5390","2170",10,29.1
"5391","2180",1,-4.6
"5392","2180",2,-7.9
"5393","2180",3,10.7
"5394","2180",4,23.2
"5395","2180",5,43.4
"5396","2180",6,50
"5397","2180",7,51.7
"5398","2180",8,51.8
"5399","2180",9,41.1
"5400","2180",10,32.5
"5401","2185",1,-17.7
"5402","2185",2,-24.1
"5403","2185",3,-4.2
"5404","2185",4,12.1
"5405","2185",5,28.9
"5406","2185",6,45.6
"5407","2185",7,47.2
"5408","2185",8,46.2
"5409","2185",9,33.9
"5410","2185",10,19.6
"5411","2188",1,-9.9
"5412","2188",2,-14.5
"5413","2188",3,4.6
"5414","2188",4,21.5
"5415","2188",5,42.9
"5416","2188",6,51.9
"5417","2188",7,53.6
"5418","2188",8,52.2
"5419","2188",9,39.4
"5420","2188",10,26.2
"5421","2195",1,19.8
"5422","2195",2,26.9
"5423","2195",3,26.2
"5424","2195",4,33.2
"5425","2195",5,44
"5426","2195",6,46.4
"5427","2195",7,50.1
"5428","2195",8,49.4
"5429","2195",9,46.2
"5430","2195",10,36.3
"5431","2198",1,27.8
"5432","2198",2,34.1
"5433","2198",3,33.6
"5434","2198",4,39.4
"5435","2198",5,49.2
"5436","2198",6,50.9
"5437","2198",7,55.4
"5438","2198",8,54.6
"5439","2198",9,52.4
"5440","2198",10,42.3
"5441","22001",1,55.2
"5442","22001",2,55.3
"5443","22001",3,68.8
"5444","22001",4,68.1
"5445","22001",5,73.8
"5446","22001",6,80.2
"5447","22001",7,82.7
"5448","22001",8,82.4
"5449","22001",9,78
"5450","22001",10,69.4
"5451","22003",1,54.2
"5452","22003",2,54
"5453","22003",3,68.1
"5454","22003",4,66.9
"5455","22003",5,73
"5456","22003",6,79.6
"5457","22003",7,82.6
"5458","22003",8,82.3
"5459","22003",9,78.1
"5460","22003",10,68.6
"5461","22005",1,56.6
"5462","22005",2,57
"5463","22005",3,69.9
"5464","22005",4,69.2
"5465","22005",5,74.8
"5466","22005",6,80.5
"5467","22005",7,83.1
"5468","22005",8,83.4
"5469","22005",9,78.7
"5470","22005",10,71.3
"5471","22007",1,57.6
"5472","22007",2,58
"5473","22007",3,70.4
"5474","22007",4,69.9
"5475","22007",5,75.1
"5476","22007",6,80.8
"5477","22007",7,83.4
"5478","22007",8,83.8
"5479","22007",9,79.3
"5480","22007",10,71.8
"5481","22009",1,53.3
"5482","22009",2,53.6
"5483","22009",3,67.6
"5484","22009",4,66.3
"5485","22009",5,72.3
"5486","22009",6,79.3
"5487","22009",7,82.4
"5488","22009",8,81.8
"5489","22009",9,77.3
"5490","22009",10,68.1
"5491","22011",1,54.6
"5492","22011",2,54.4
"5493","22011",3,68.4
"5494","22011",4,67
"5495","22011",5,73.4
"5496","22011",6,79.6
"5497","22011",7,82.4
"5498","22011",8,82.6
"5499","22011",9,79
"5500","22011",10,68.8
"5501","22013",1,49.9
"5502","22013",2,50.2
"5503","22013",3,63.9
"5504","22013",4,63.4
"5505","22013",5,71.2
"5506","22013",6,79.3
"5507","22013",7,83.1
"5508","22013",8,81.6
"5509","22013",9,76.8
"5510","22013",10,64.7
"5511","22015",1,50
"5512","22015",2,49.6
"5513","22015",3,63.6
"5514","22015",4,63.8
"5515","22015",5,71.6
"5516","22015",6,80.2
"5517","22015",7,83.6
"5518","22015",8,82.3
"5519","22015",9,76.5
"5520","22015",10,64.4
"5521","22017",1,50.3
"5522","22017",2,49.8
"5523","22017",3,63.4
"5524","22017",4,63.7
"5525","22017",5,71.7
"5526","22017",6,80.1
"5527","22017",7,83.2
"5528","22017",8,82.4
"5529","22017",9,76.1
"5530","22017",10,64.7
"5531","22019",1,56.4
"5532","22019",2,56.3
"5533","22019",3,69.4
"5534","22019",4,68.2
"5535","22019",5,74.3
"5536","22019",6,80.3
"5537","22019",7,82.4
"5538","22019",8,82.8
"5539","22019",9,79.8
"5540","22019",10,69.9
"5541","22021",1,50.6
"5542","22021",2,51.1
"5543","22021",3,64.8
"5544","22021",4,63.8
"5545","22021",5,71.2
"5546","22021",6,78.5
"5547","22021",7,82.5
"5548","22021",8,81.2
"5549","22021",9,76.2
"5550","22021",10,65.2
"5551","22023",1,57.4
"5552","22023",2,57.4
"5553","22023",3,69.1
"5554","22023",4,69
"5555","22023",5,75
"5556","22023",6,81
"5557","22023",7,82.9
"5558","22023",8,82.8
"5559","22023",9,79.4
"5560","22023",10,70.6
"5561","22025",1,51.4
"5562","22025",2,51.9
"5563","22025",3,66.3
"5564","22025",4,64.9
"5565","22025",5,71.5
"5566","22025",6,78.5
"5567","22025",7,82.2
"5568","22025",8,81.2
"5569","22025",9,76.4
"5570","22025",10,66.4
"5571","22027",1,48.4
"5572","22027",2,48.9
"5573","22027",3,62.3
"5574","22027",4,62.4
"5575","22027",5,70
"5576","22027",6,78.2
"5577","22027",7,82.3
"5578","22027",8,80
"5579","22027",9,74.9
"5580","22027",10,62.6
"5581","22029",1,51.9
"5582","22029",2,52.3
"5583","22029",3,66.9
"5584","22029",4,65.1
"5585","22029",5,71.6
"5586","22029",6,78.4
"5587","22029",7,82.2
"5588","22029",8,81.1
"5589","22029",9,76.8
"5590","22029",10,66.9
"5591","22031",1,50.7
"5592","22031",2,50.1
"5593","22031",3,64.2
"5594","22031",4,64
"5595","22031",5,71.8
"5596","22031",6,79.9
"5597","22031",7,83.1
"5598","22031",8,82.3
"5599","22031",9,76.3
"5600","22031",10,65
"5601","22033",1,55.7
"5602","22033",2,55.9
"5603","22033",3,69.2
"5604","22033",4,68.2
"5605","22033",5,74
"5606","22033",6,80.2
"5607","22033",7,82.7
"5608","22033",8,82.7
"5609","22033",9,78.1
"5610","22033",10,70.6
"5611","22035",1,49.5
"5612","22035",2,49.7
"5613","22035",3,62.7
"5614","22035",4,63
"5615","22035",5,71.8
"5616","22035",6,78.8
"5617","22035",7,83.2
"5618","22035",8,80.5
"5619","22035",9,76.4
"5620","22035",10,65.7
"5621","22037",1,54.8
"5622","22037",2,55
"5623","22037",3,68.4
"5624","22037",4,67.2
"5625","22037",5,73.3
"5626","22037",6,79.8
"5627","22037",7,82.4
"5628","22037",8,81.8
"5629","22037",9,77.4
"5630","22037",10,69.8
"5631","22039",1,54.1
"5632","22039",2,54.1
"5633","22039",3,68
"5634","22039",4,66.9
"5635","22039",5,72.7
"5636","22039",6,79.5
"5637","22039",7,82.6
"5638","22039",8,82.1
"5639","22039",9,77.7
"5640","22039",10,68.5
"5641","22041",1,50.6
"5642","22041",2,51.3
"5643","22041",3,64.7
"5644","22041",4,63.7
"5645","22041",5,71.1
"5646","22041",6,78.2
"5647","22041",7,82.4
"5648","22041",8,81.1
"5649","22041",9,76.2
"5650","22041",10,65.4
"5651","22043",1,51.5
"5652","22043",2,52
"5653","22043",3,66.1
"5654","22043",4,65
"5655","22043",5,71.5
"5656","22043",6,78.7
"5657","22043",7,82.1
"5658","22043",8,81.6
"5659","22043",9,76.4
"5660","22043",10,66.5
"5661","22045",1,56.8
"5662","22045",2,57.1
"5663","22045",3,69.5
"5664","22045",4,69.3
"5665","22045",5,74.5
"5666","22045",6,80.4
"5667","22045",7,82.8
"5668","22045",8,83
"5669","22045",9,78.6
"5670","22045",10,71.2
"5671","22047",1,56.4
"5672","22047",2,56.6
"5673","22047",3,69.6
"5674","22047",4,68.9
"5675","22047",5,74.5
"5676","22047",6,80.4
"5677","22047",7,82.8
"5678","22047",8,83
"5679","22047",9,78.5
"5680","22047",10,71
"5681","22049",1,49.8
"5682","22049",2,51
"5683","22049",3,63.7
"5684","22049",4,62.9
"5685","22049",5,70.7
"5686","22049",6,78.4
"5687","22049",7,82.5
"5688","22049",8,80.9
"5689","22049",9,76.2
"5690","22049",10,64.4
"5691","22051",1,57.7
"5692","22051",2,58.9
"5693","22051",3,70.8
"5694","22051",4,70.6
"5695","22051",5,75.8
"5696","22051",6,81.5
"5697","22051",7,83.4
"5698","22051",8,83.5
"5699","22051",9,79.8
"5700","22051",10,73.1
"5701","22053",1,55.8
"5702","22053",2,55.6
"5703","22053",3,68.9
"5704","22053",4,68.1
"5705","22053",5,73.9
"5706","22053",6,80.3
"5707","22053",7,82.6
"5708","22053",8,82.5
"5709","22053",9,78.5
"5710","22053",10,69.2
"5711","22055",1,55.6
"5712","22055",2,55.9
"5713","22055",3,69
"5714","22055",4,68.5
"5715","22055",5,74
"5716","22055",6,80.2
"5717","22055",7,82.7
"5718","22055",8,82.5
"5719","22055",9,78
"5720","22055",10,70.2
"5721","22057",1,58
"5722","22057",2,59.3
"5723","22057",3,71
"5724","22057",4,71.1
"5725","22057",5,76.2
"5726","22057",6,81.5
"5727","22057",7,83.8
"5728","22057",8,83.9
"5729","22057",9,80
"5730","22057",10,73.1
"5731","22061",1,49.1
"5732","22061",2,50.7
"5733","22061",3,62.9
"5734","22061",4,62.6
"5735","22061",5,70.4
"5736","22061",6,78.4
"5737","22061",7,82.5
"5738","22061",8,80.5
"5739","22061",9,75.7
"5740","22061",10,63.6
"5741","22063",1,55.8
"5742","22063",2,56.5
"5743","22063",3,69.4
"5744","22063",4,68.7
"5745","22063",5,74.3
"5746","22063",6,80.3
"5747","22063",7,82.9
"5748","22063",8,82.9
"5749","22063",9,78.2
"5750","22063",10,70.8
"5751","22065",1,50.8
"5752","22065",2,51.4
"5753","22065",3,64.6
"5754","22065",4,63.7
"5755","22065",5,71.6
"5756","22065",6,78.4
"5757","22065",7,82.3
"5758","22065",8,81
"5759","22065",9,76.2
"5760","22065",10,66
"5761","22067",1,49.1
"5762","22067",2,49.4
"5763","22067",3,62.9
"5764","22067",4,62.8
"5765","22067",5,71.2
"5766","22067",6,79
"5767","22067",7,83.6
"5768","22067",8,81
"5769","22067",9,76
"5770","22067",10,64.6
"5771","22069",1,51.1
"5772","22069",2,51.8
"5773","22069",3,65.5
"5774","22069",4,64.8
"5775","22069",5,71.6
"5776","22069",6,79
"5777","22069",7,82.7
"5778","22069",8,82.2
"5779","22069",9,77
"5780","22069",10,66.2
"5781","22071",1,57.2
"5782","22071",2,58.6
"5783","22071",3,70.2
"5784","22071",4,69.8
"5785","22071",5,75.2
"5786","22071",6,81.2
"5787","22071",7,83.1
"5788","22071",8,83.7
"5789","22071",9,79.6
"5790","22071",10,72.7
"5791","22073",1,49.7
"5792","22073",2,50.4
"5793","22073",3,63.5
"5794","22073",4,62.8
"5795","22073",5,70.7
"5796","22073",6,78.4
"5797","22073",7,82.8
"5798","22073",8,81
"5799","22073",9,76.1
"5800","22073",10,64.3
"5801","22075",1,57.8
"5802","22075",2,58.9
"5803","22075",3,70.4
"5804","22075",4,70.2
"5805","22075",5,75.6
"5806","22075",6,81.3
"5807","22075",7,83
"5808","22075",8,83.6
"5809","22075",9,80.3
"5810","22075",10,74.1
"5811","22077",1,55.2
"5812","22077",2,55.3
"5813","22077",3,68.8
"5814","22077",4,67.8
"5815","22077",5,73.9
"5816","22077",6,80.4
"5817","22077",7,82.8
"5818","22077",8,82.4
"5819","22077",9,78
"5820","22077",10,70.2
"5821","22079",1,52.9
"5822","22079",2,53.3
"5823","22079",3,67.2
"5824","22079",4,66
"5825","22079",5,72
"5826","22079",6,79.2
"5827","22079",7,82.2
"5828","22079",8,82
"5829","22079",9,77.2
"5830","22079",10,67.6
"5831","22081",1,50.7
"5832","22081",2,50.6
"5833","22081",3,64.6
"5834","22081",4,64.3
"5835","22081",5,71.9
"5836","22081",6,80
"5837","22081",7,83.6
"5838","22081",8,82.5
"5839","22081",9,77.2
"5840","22081",10,65.5
"5841","22083",1,49.9
"5842","22083",2,50.4
"5843","22083",3,63.8
"5844","22083",4,63.1
"5845","22083",5,71.1
"5846","22083",6,78.5
"5847","22083",7,82.9
"5848","22083",8,81
"5849","22083",9,76.2
"5850","22083",10,64.9
"5851","22085",1,51.6
"5852","22085",2,52.3
"5853","22085",3,66
"5854","22085",4,65.1
"5855","22085",5,72
"5856","22085",6,78.9
"5857","22085",7,82.8
"5858","22085",8,82.4
"5859","22085",9,77.2
"5860","22085",10,66.5
"5861","22087",1,56.9
"5862","22087",2,58.2
"5863","22087",3,70
"5864","22087",4,69.6
"5865","22087",5,75
"5866","22087",6,81
"5867","22087",7,82.8
"5868","22087",8,83.6
"5869","22087",9,79.7
"5870","22087",10,73.2
"5871","22089",1,57.7
"5872","22089",2,58.8
"5873","22089",3,70.9
"5874","22089",4,70.7
"5875","22089",5,75.8
"5876","22089",6,81.6
"5877","22089",7,83.7
"5878","22089",8,83.6
"5879","22089",9,79.3
"5880","22089",10,72.5
"5881","22091",1,54.5
"5882","22091",2,55.1
"5883","22091",3,68.4
"5884","22091",4,67.2
"5885","22091",5,73.1
"5886","22091",6,79.6
"5887","22091",7,82.4
"5888","22091",8,81.7
"5889","22091",9,77.4
"5890","22091",10,69.6
"5891","22093",1,57.2
"5892","22093",2,57.8
"5893","22093",3,70.3
"5894","22093",4,69.8
"5895","22093",5,75.2
"5896","22093",6,80.9
"5897","22093",7,83.5
"5898","22093",8,83.7
"5899","22093",9,79.1
"5900","22093",10,71.7
"5901","22095",1,57.1
"5902","22095",2,58.2
"5903","22095",3,70.4
"5904","22095",4,70.1
"5905","22095",5,75.4
"5906","22095",6,81.2
"5907","22095",7,83.6
"5908","22095",8,83.6
"5909","22095",9,78.9
"5910","22095",10,71.8
"5911","22097",1,54.4
"5912","22097",2,54.9
"5913","22097",3,68.4
"5914","22097",4,67.4
"5915","22097",5,73.2
"5916","22097",6,79.8
"5917","22097",7,82.7
"5918","22097",8,82.1
"5919","22097",9,77.8
"5920","22097",10,69.5
"5921","22099",1,56.4
"5922","22099",2,56.8
"5923","22099",3,69.6
"5924","22099",4,69
"5925","22099",5,74.4
"5926","22099",6,80.4
"5927","22099",7,82.8
"5928","22099",8,82.9
"5929","22099",9,78.5
"5930","22099",10,70.9
"5931","22101",1,57.8
"5932","22101",2,58.4
"5933","22101",3,70.4
"5934","22101",4,70
"5935","22101",5,75
"5936","22101",6,80.9
"5937","22101",7,83.2
"5938","22101",8,83.6
"5939","22101",9,79.3
"5940","22101",10,71.9
"5941","22103",1,55.7
"5942","22103",2,57.3
"5943","22103",3,69.4
"5944","22103",4,68.5
"5945","22103",5,74
"5946","22103",6,80.1
"5947","22103",7,82.4
"5948","22103",8,82.9
"5949","22103",9,78
"5950","22103",10,71.3
"5951","22105",1,55.1
"5952","22105",2,56.3
"5953","22105",3,68.9
"5954","22105",4,68
"5955","22105",5,73.7
"5956","22105",6,80.1
"5957","22105",7,82.7
"5958","22105",8,82.4
"5959","22105",9,77.8
"5960","22105",10,70.4
"5961","22107",1,51.1
"5962","22107",2,52
"5963","22107",3,65.1
"5964","22107",4,64
"5965","22107",5,71.1
"5966","22107",6,78
"5967","22107",7,82.1
"5968","22107",8,81.1
"5969","22107",9,76.1
"5970","22107",10,65.8
"5971","22109",1,58.8
"5972","22109",2,59.7
"5973","22109",3,71.4
"5974","22109",4,71.2
"5975","22109",5,76.1
"5976","22109",6,81.6
"5977","22109",7,84.1
"5978","22109",8,84.4
"5979","22109",9,80.2
"5980","22109",10,73
"5981","22111",1,49
"5982","22111",2,49.9
"5983","22111",3,62.7
"5984","22111",4,62.8
"5985","22111",5,70.4
"5986","22111",6,78.4
"5987","22111",7,82.8
"5988","22111",8,80.6
"5989","22111",9,75.4
"5990","22111",10,63.6
"5991","22113",1,56.7
"5992","22113",2,56.8
"5993","22113",3,68.9
"5994","22113",4,69.1
"5995","22113",5,74.6
"5996","22113",6,80.8
"5997","22113",7,82.9
"5998","22113",8,82.9
"5999","22113",9,78.2
"6000","22113",10,70
"6001","22115",1,53
"6002","22115",2,53.3
"6003","22115",3,67.2
"6004","22115",4,66
"6005","22115",5,72.5
"6006","22115",6,78.9
"6007","22115",7,82.4
"6008","22115",8,82.5
"6009","22115",9,77.8
"6010","22115",10,67.8
"6011","22117",1,54
"6012","22117",2,55.8
"6013","22117",3,68.1
"6014","22117",4,67
"6015","22117",5,72.7
"6016","22117",6,79.6
"6017","22117",7,82.3
"6018","22117",8,81.9
"6019","22117",9,77.4
"6020","22117",10,70.1
"6021","22119",1,49.4
"6022","22119",2,49
"6023","22119",3,63.5
"6024","22119",4,63.5
"6025","22119",5,71
"6026","22119",6,79.7
"6027","22119",7,83.5
"6028","22119",8,81.7
"6029","22119",9,76.2
"6030","22119",10,64
"6031","22121",1,56
"6032","22121",2,56.1
"6033","22121",3,69.4
"6034","22121",4,68.5
"6035","22121",5,74.3
"6036","22121",6,80.5
"6037","22121",7,82.8
"6038","22121",8,82.8
"6039","22121",9,78.3
"6040","22121",10,70.8
"6041","22123",1,49.1
"6042","22123",2,49.4
"6043","22123",3,62.5
"6044","22123",4,62.7
"6045","22123",5,71.7
"6046","22123",6,79
"6047","22123",7,83.5
"6048","22123",8,80.6
"6049","22123",9,76.3
"6050","22123",10,65.2
"6051","22125",1,54.9
"6052","22125",2,54.8
"6053","22125",3,68.4
"6054","22125",4,67.3
"6055","22125",5,73.5
"6056","22125",6,80.1
"6057","22125",7,82.6
"6058","22125",8,82
"6059","22125",9,77.7
"6060","22125",10,69.9
"6061","22127",1,50.7
"6062","22127",2,51.4
"6063","22127",3,65
"6064","22127",4,64.1
"6065","22127",5,71.3
"6066","22127",6,78.7
"6067","22127",7,82.4
"6068","22127",8,81.5
"6069","22127",9,76.4
"6070","22127",10,65.6
"6071","2220",1,24.6
"6072","2220",2,31.4
"6073","2220",3,30.8
"6074","2220",4,37
"6075","2220",5,47.1
"6076","2220",6,49.2
"6077","2220",7,54.1
"6078","2220",8,53.1
"6079","2220",9,49.6
"6080","2220",10,40.4
"6081","2230",1,9.4
"6082","2230",2,17.9
"6083","2230",3,18.2
"6084","2230",4,27.8
"6085","2230",5,41.4
"6086","2230",6,44.7
"6087","2230",7,49.1
"6088","2230",8,46.9
"6089","2230",9,41.4
"6090","2230",10,29.1
"6091","2240",1,-16.7
"6092","2240",2,-2.9
"6093","2240",3,6.5
"6094","2240",4,26
"6095","2240",5,44.5
"6096","2240",6,50.3
"6097","2240",7,52.4
"6098","2240",8,50.5
"6099","2240",9,41.1
"6100","2240",10,22.3
"6101","2261",1,-4.8
"6102","2261",2,10.3
"6103","2261",3,12.5
"6104","2261",4,26.2
"6105","2261",5,40.1
"6106","2261",6,44.6
"6107","2261",7,49.7
"6108","2261",8,47.5
"6109","2261",9,39.4
"6110","2261",10,26.2
"6111","2275",1,23.6
"6112","2275",2,30.4
"6113","2275",3,29.9
"6114","2275",4,36.6
"6115","2275",5,47.2
"6116","2275",6,49.7
"6117","2275",7,53.4
"6118","2275",8,52.6
"6119","2275",9,49.6
"6120","2275",10,38.6
"6121","2282",1,11.9
"6122","2282",2,22.3
"6123","2282",3,22.4
"6124","2282",4,30.3
"6125","2282",5,41.5
"6126","2282",6,44.5
"6127","2282",7,49.2
"6128","2282",8,48.1
"6129","2282",9,42.6
"6130","2282",10,32.8
"6131","2290",1,-16.2
"6132","2290",2,-7.3
"6133","2290",3,7.8
"6134","2290",4,27.2
"6135","2290",5,47.8
"6136","2290",6,55.9
"6137","2290",7,56.2
"6138","2290",8,55
"6139","2290",9,42.1
"6140","2290",10,25
"6141","23001",1,24.4
"6142","23001",2,24.7
"6143","23001",3,34.7
"6144","23001",4,41
"6145","23001",5,53.9
"6146","23001",6,64.6
"6147","23001",7,70.8
"6148","23001",8,68.1
"6149","23001",9,59.8
"6150","23001",10,47.7
"6151","23003",1,15.7
"6152","23003",2,15.6
"6153","23003",3,24.5
"6154","23003",4,35.3
"6155","23003",5,49.6
"6156","23003",6,61.8
"6157","23003",7,68
"6158","23003",8,64.3
"6159","23003",9,54.7
"6160","23003",10,42.5
"6161","23011",1,24.4
"6162","23011",2,24.6
"6163","23011",3,34.7
"6164","23011",4,41
"6165","23011",5,53.9
"6166","23011",6,64.4
"6167","23011",7,70.7
"6168","23011",8,68.1
"6169","23011",9,59.8
"6170","23011",10,47.2
"6171","23017",1,22.6
"6172","23017",2,21.1
"6173","23017",3,31.5
"6174","23017",4,38.1
"6175","23017",5,51.9
"6176","23017",6,62.2
"6177","23017",7,69.3
"6178","23017",8,64.9
"6179","23017",9,57.3
"6180","23017",10,45.6
"6181","23019",1,21.8
"6182","23019",2,20.9
"6183","23019",3,30.7
"6184","23019",4,39.2
"6185","23019",5,52.2
"6186","23019",6,63.9
"6187","23019",7,69.9
"6188","23019",8,67
"6189","23019",9,58.2
"6190","23019",10,45.5
"6191","23021",1,18.6
"6192","23021",2,17.1
"6193","23021",3,27.1
"6194","23021",4,36.1
"6195","23021",5,50.2
"6196","23021",6,61.7
"6197","23021",7,68
"6198","23021",8,64.2
"6199","23021",9,55.7
"6200","23021",10,42.9
"6201","23023",1,26.1
"6202","23023",2,26.6
"6203","23023",3,36
"6204","23023",4,41.1
"6205","23023",5,53
"6206","23023",6,64
"6207","23023",7,70.8
"6208","23023",8,68.5
"6209","23023",9,60.3
"6210","23023",10,48.6
"6211","23025",1,32.6
"6212","23025",2,33.15
"6213","23025",3,41.85
"6214","23025",4,45.725
"6215","23025",5,56.5
"6216","23025",6,68.05
"6217","23025",7,75.35
"6218","23025",8,71.8
"6219","23025",9,63.075
"6220","23025",10,53.325
"6221","23027",1,24.4
"6222","23027",2,24.3
"6223","23027",3,33.9
"6224","23027",4,40.3
"6225","23027",5,52.9
"6226","23027",6,63.4
"6227","23027",7,69.7
"6228","23027",8,67.6
"6229","23027",9,59.4
"6230","23027",10,47.2
"6231","23031",1,36.06
"6232","23031",2,37.98
"6233","23031",3,47.64
"6234","23031",4,51
"6235","23031",5,60.26
"6236","23031",6,72.44
"6237","23031",7,78.16
"6238","23031",8,75.4
"6239","23031",9,66.3
"6240","23031",10,56.64
"6241","24001",1,31.9
"6242","24001",2,32.55
"6243","24001",3,42.5
"6244","24001",4,44.85
"6245","24001",5,55.95
"6246","24001",6,67
"6247","24001",7,74.45
"6248","24001",8,71
"6249","24001",9,61.5
"6250","24001",10,51.9
"6251","24003",1,40.5
"6252","24003",2,42.2
"6253","24003",3,50.4
"6254","24003",4,53.1
"6255","24003",5,61.8
"6256","24003",6,74.5
"6257","24003",7,82
"6258","24003",8,78.4
"6259","24003",9,68.9
"6260","24003",10,60.8
"6261","24005",1,37.5
"6262","24005",2,39.4
"6263","24005",3,48.3
"6264","24005",4,50.1
"6265","24005",5,60.5
"6266","24005",6,72.5
"6267","24005",7,80.3
"6268","24005",8,76.7
"6269","24005",9,66.8
"6270","24005",10,58.2
"6271","24009",1,41
"6272","24009",2,42.8
"6273","24009",3,51.2
"6274","24009",4,54
"6275","24009",5,61.9
"6276","24009",6,74.5
