"","countyfp","facemask_never","facemask_rarely","facemask_sometimes","facemask_frequently","facemask_always","fips"
"1422","28041",0.015,0.112,0.07,0.262,0.541,28041
"1423","28043",0.056,0.135,0.133,0.189,0.486,28043
"1424","28045",0.063,0.09,0.089,0.254,0.503,28045
"1425","28047",0.093,0.071,0.142,0.237,0.457,28047
"1426","28049",0.019,0.096,0.115,0.183,0.588,28049
"1427","28051",0.062,0.072,0.095,0.099,0.672,28051
"1428","28053",0.117,0.071,0.098,0.104,0.61,28053
"1429","28055",0.03,0.06,0.137,0.162,0.612,28055
"1430","28057",0.116,0.074,0.155,0.191,0.464,28057
"1431","28059",0.077,0.092,0.12,0.24,0.472,28059
"1432","28061",0.066,0.09,0.144,0.167,0.533,28061
"1433","28063",0.076,0.083,0.137,0.15,0.555,28063
"1434","28065",0.141,0.132,0.101,0.181,0.445,28065
"1435","28067",0.069,0.079,0.118,0.169,0.565,28067
"1436","28069",0.032,0.021,0.082,0.177,0.687,28069
"1437","28071",0.019,0.059,0.161,0.2,0.56,28071
"1438","28073",0.087,0.045,0.08,0.27,0.517,28073
"1439","28075",0.036,0.018,0.105,0.197,0.643,28075
"1440","28077",0.119,0.133,0.142,0.135,0.471,28077
"1441","28079",0.031,0.04,0.139,0.158,0.633,28079
"1442","28081",0.094,0.092,0.13,0.18,0.505,28081
"1443","28083",0.122,0.093,0.119,0.129,0.537,28083
"1444","28085",0.077,0.129,0.136,0.142,0.516,28085
"1445","28087",0.018,0.052,0.148,0.193,0.59,28087
"1446","28089",0.029,0.043,0.184,0.242,0.502,28089
"1447","28091",0.137,0.096,0.103,0.255,0.408,28091
"1448","28093",0.013,0.006,0.13,0.301,0.55,28093
"1449","28095",0.087,0.064,0.139,0.171,0.539,28095
"1450","28097",0.058,0.176,0.109,0.147,0.51,28097
"1451","28099",0.017,0.018,0.066,0.171,0.729,28099
"1452","28101",0.01,0.025,0.1,0.203,0.662,28101
"1453","28103",0.009,0.034,0.112,0.203,0.642,28103
"1454","28105",0.015,0.07,0.081,0.242,0.591,28105
"1455","28107",0.061,0.158,0.113,0.269,0.399,28107
"1456","28109",0.05,0.124,0.088,0.251,0.487,28109
"1457","28111",0.057,0.056,0.11,0.273,0.503,28111
"1458","28113",0.116,0.092,0.106,0.155,0.531,28113
"1459","28115",0.06,0.113,0.114,0.197,0.516,28115
"1460","28117",0.103,0.104,0.17,0.234,0.389,28117
"1461","28119",0.041,0.101,0.1,0.312,0.446,28119
"1462","28121",0.031,0.103,0.127,0.179,0.561,28121
"1463","28123",0.026,0.049,0.129,0.252,0.543,28123
"1464","28125",0.066,0.068,0.148,0.128,0.59,28125
"1465","28127",0.081,0.124,0.149,0.154,0.491,28127
"1466","28129",0.106,0.172,0.111,0.194,0.417,28129
"1467","28131",0.109,0.064,0.124,0.224,0.479,28131
"1468","28133",0.137,0.064,0.118,0.182,0.498,28133
"1469","28135",0.061,0.086,0.118,0.274,0.461,28135
"1470","28137",0.097,0.052,0.149,0.265,0.437,28137
"1471","28139",0.068,0.069,0.217,0.213,0.434,28139
"1472","28141",0.072,0.179,0.155,0.225,0.37,28141
"1473","28143",0.131,0.036,0.089,0.176,0.568,28143
"1474","28145",0.078,0.085,0.148,0.219,0.47,28145
"1475","28147",0.158,0.086,0.134,0.213,0.409,28147
"1476","28149",0.021,0.079,0.095,0.217,0.586,28149
"1477","28151",0.138,0.084,0.164,0.114,0.5,28151
"1478","28153",0.037,0.062,0.121,0.194,0.587,28153
"1479","28155",0.052,0.145,0.079,0.222,0.502,28155
"1480","28157",0.146,0.143,0.075,0.155,0.481,28157
"1481","28159",0.029,0.038,0.057,0.199,0.676,28159
"1482","28161",0.029,0.108,0.121,0.217,0.523,28161
"1483","28163",0.05,0.038,0.145,0.159,0.608,28163
"1484","29001",0.067,0.098,0.187,0.253,0.395,29001
"1485","29003",0.133,0.197,0.164,0.234,0.272,29003
"1486","29005",0.09,0.144,0.097,0.287,0.382,29005
"1487","29007",0.11,0.078,0.203,0.281,0.327,29007
"1488","29009",0.106,0.06,0.256,0.235,0.343,29009
"1489","29011",0.15,0.131,0.134,0.111,0.474,29011
"1490","29013",0.138,0.068,0.112,0.237,0.444,29013
"1491","29015",0.188,0.122,0.168,0.277,0.245,29015
"1492","29017",0.097,0.152,0.132,0.268,0.35,29017
"1493","29019",0.073,0.075,0.113,0.224,0.515,29019
"1494","29021",0.121,0.183,0.175,0.219,0.302,29021
"1495","29023",0.189,0.175,0.16,0.135,0.342,29023
"1496","29025",0.109,0.133,0.211,0.18,0.367,29025
"1497","29027",0.123,0.12,0.217,0.196,0.344,29027
"1498","29029",0.266,0.093,0.147,0.124,0.371,29029
"1499","29031",0.08,0.109,0.137,0.285,0.389,29031
"1500","29033",0.155,0.13,0.078,0.286,0.351,29033
"1501","29035",0.159,0.285,0.151,0.125,0.281,29035
"1502","29037",0.027,0.082,0.17,0.185,0.535,29037
"1503","29039",0.275,0.056,0.173,0.155,0.341,29039
"1504","29041",0.117,0.141,0.084,0.278,0.38,29041
"1505","29043",0.13,0.113,0.053,0.253,0.451,29043
"1506","29045",0.154,0.138,0.165,0.223,0.32,29045
"1507","29047",0.033,0.037,0.076,0.199,0.655,29047
"1508","29049",0.066,0.103,0.106,0.209,0.517,29049
"1509","29051",0.087,0.185,0.107,0.187,0.434,29051
"1510","29053",0.06,0.09,0.127,0.183,0.54,29053
"1511","29055",0.167,0.148,0.136,0.159,0.391,29055
"1512","29057",0.312,0.044,0.138,0.136,0.369,29057
"1513","29059",0.165,0.143,0.167,0.154,0.371,29059
"1514","29061",0.124,0.166,0.172,0.247,0.291,29061
"1515","29063",0.144,0.133,0.159,0.241,0.323,29063
"1516","29065",0.167,0.169,0.175,0.196,0.293,29065
"1517","29067",0.285,0.149,0.07,0.167,0.328,29067
"1518","29069",0.068,0.085,0.154,0.215,0.478,29069
"1519","29071",0.122,0.086,0.1,0.233,0.458,29071
"1520","29073",0.086,0.207,0.168,0.135,0.404,29073
"1521","29075",0.101,0.166,0.182,0.299,0.251,29075
"1522","29077",0.099,0.082,0.128,0.272,0.418,29077
"1523","29079",0.195,0.193,0.129,0.247,0.236,29079
"1524","29081",0.173,0.128,0.215,0.248,0.236,29081
"1525","29083",0.128,0.147,0.117,0.345,0.262,29083
"1526","29085",0.182,0.18,0.159,0.164,0.316,29085
"1527","29087",0.129,0.223,0.156,0.232,0.26,29087
"1528","29089",0.076,0.096,0.107,0.191,0.531,29089
"1529","29091",0.301,0.142,0.208,0.107,0.242,29091
"1530","29093",0.133,0.091,0.072,0.28,0.423,29093
"1531","29095",0.027,0.066,0.088,0.21,0.609,29095
"1532","29097",0.138,0.152,0.147,0.176,0.388,29097
"1533","29099",0.042,0.117,0.178,0.216,0.447,29099
"1534","29101",0.168,0.107,0.026,0.189,0.511,29101
"1535","29103",0.082,0.112,0.182,0.271,0.353,29103
"1536","29105",0.313,0.121,0.172,0.107,0.287,29105
"1537","29107",0.033,0.098,0.052,0.247,0.571,29107
"1538","29109",0.241,0.05,0.251,0.222,0.237,29109
"1539","29111",0.164,0.109,0.177,0.23,0.32,29111
"1540","29113",0.063,0.119,0.236,0.282,0.299,29113
"1541","29115",0.126,0.156,0.118,0.274,0.326,29115
"1542","29117",0.15,0.228,0.111,0.25,0.26,29117
"1543","29119",0.152,0.145,0.089,0.138,0.476,29119
"1544","29121",0.118,0.127,0.158,0.258,0.338,29121
"1545","29123",0.082,0.124,0.092,0.296,0.406,29123
"1546","29125",0.098,0.158,0.121,0.198,0.424,29125
"1547","29127",0.178,0.093,0.212,0.185,0.332,29127
"1548","29129",0.23,0.13,0.216,0.162,0.261,29129
"1549","29131",0.2,0.126,0.137,0.147,0.39,29131
"1550","29133",0.129,0.097,0.141,0.221,0.413,29133
"1551","29135",0.102,0.268,0.11,0.202,0.318,29135
"1552","29137",0.164,0.105,0.182,0.203,0.346,29137
"1553","29139",0.062,0.077,0.161,0.307,0.392,29139
"1554","29141",0.211,0.118,0.175,0.193,0.304,29141
"1555","29143",0.098,0.112,0.149,0.18,0.461,29143
"1556","29145",0.156,0.121,0.14,0.211,0.373,29145
"1557","29147",0.093,0.193,0.16,0.283,0.272,29147
"1558","29149",0.142,0.196,0.293,0.129,0.241,29149
"1559","29151",0.067,0.133,0.171,0.16,0.469,29151
"1560","29153",0.179,0.128,0.128,0.13,0.435,29153
"1561","29155",0.079,0.134,0.175,0.204,0.407,29155
"1562","29157",0.032,0.102,0.156,0.302,0.408,29157
"1563","29159",0.185,0.111,0.156,0.254,0.294,29159
"1564","29161",0.139,0.177,0.119,0.244,0.32,29161
"1565","29163",0.082,0.128,0.363,0.263,0.164,29163
"1566","29165",0.044,0.04,0.088,0.189,0.638,29165
"1567","29167",0.183,0.109,0.103,0.189,0.416,29167
"1568","29169",0.208,0.103,0.16,0.175,0.354,29169
"1569","29171",0.107,0.111,0.209,0.191,0.382,29171
"1570","29173",0.16,0.106,0.248,0.196,0.29,29173
"1571","29175",0.163,0.088,0.145,0.194,0.41,29175
"1572","29177",0.073,0.124,0.233,0.184,0.386,29177
"1573","29179",0.137,0.183,0.085,0.229,0.366,29179
"1574","29181",0.126,0.254,0.161,0.15,0.308,29181
"1575","29183",0.041,0.05,0.091,0.286,0.532,29183
"1576","29185",0.163,0.145,0.182,0.279,0.23,29185
"1577","29186",0.025,0.14,0.144,0.311,0.38,29186
"1578","29187",0.103,0.12,0.085,0.264,0.428,29187
"1579","29189",0.024,0.028,0.069,0.182,0.697,29189
"1580","29195",0.083,0.23,0.112,0.186,0.389,29195
"1581","29197",0.05,0.101,0.211,0.222,0.416,29197
"1582","29199",0.073,0.112,0.209,0.246,0.361,29199
"1583","29201",0.125,0.115,0.128,0.247,0.385,29201
"1584","29203",0.212,0.25,0.198,0.098,0.243,29203
"1585","29205",0.142,0.144,0.16,0.238,0.317,29205
"1586","29207",0.137,0.12,0.156,0.176,0.411,29207
"1587","29209",0.056,0.093,0.171,0.247,0.434,29209
"1588","29211",0.136,0.127,0.174,0.223,0.341,29211
"1589","29213",0.053,0.079,0.214,0.155,0.499,29213
"1590","29215",0.309,0.171,0.231,0.106,0.183,29215
"1591","29217",0.164,0.105,0.11,0.125,0.496,29217
"1592","29219",0.11,0.083,0.111,0.25,0.446,29219
"1593","29221",0.181,0.092,0.118,0.191,0.418,29221
"1594","29223",0.191,0.171,0.13,0.196,0.313,29223
"1595","29225",0.297,0.09,0.162,0.137,0.313,29225
"1596","29227",0.098,0.17,0.218,0.272,0.241,29227
"1597","29229",0.419,0.139,0.187,0.1,0.155,29229
"1598","29510",0.039,0.017,0.08,0.137,0.726,29510
"1599","30001",0.165,0.127,0.102,0.18,0.425,30001
"1600","30003",0.136,0.196,0.147,0.25,0.271,30003
"1601","30005",0.287,0.08,0.188,0.252,0.192,30005
"1602","30007",0.165,0.098,0.099,0.199,0.439,30007
"1603","30009",0.14,0.169,0.163,0.26,0.267,30009
"1604","30011",0.123,0.121,0.127,0.212,0.417,30011
"1605","30013",0.17,0.143,0.16,0.145,0.382,30013
"1606","30015",0.196,0.135,0.171,0.152,0.346,30015
"1607","30017",0.085,0.261,0.144,0.28,0.23,30017
"1608","30019",0.172,0.244,0.186,0.269,0.129,30019
"1609","30021",0.139,0.249,0.176,0.274,0.161,30021
"1610","30023",0.141,0.173,0.064,0.133,0.489,30023
"1611","30025",0.118,0.199,0.146,0.296,0.24,30025
"1612","30027",0.284,0.111,0.157,0.187,0.261,30027
"1613","30029",0.076,0.167,0.159,0.224,0.374,30029
"1614","30031",0.132,0.093,0.115,0.213,0.448,30031
"1615","30033",0.134,0.199,0.18,0.265,0.221,30033
"1616","30035",0.084,0.154,0.17,0.196,0.396,30035
"1617","30037",0.134,0.181,0.168,0.246,0.271,30037
"1618","30039",0.116,0.17,0.109,0.183,0.422,30039
"1619","30041",0.27,0.106,0.159,0.192,0.273,30041
"1620","30043",0.158,0.111,0.076,0.169,0.487,30043
"1621","30045",0.233,0.11,0.17,0.139,0.349,30045
"1622","30047",0.087,0.23,0.128,0.206,0.349,30047
"1623","30049",0.149,0.107,0.08,0.185,0.479,30049
"1624","30051",0.188,0.146,0.167,0.147,0.352,30051
"1625","30053",0.118,0.174,0.118,0.188,0.402,30053
"1626","30055",0.142,0.274,0.179,0.267,0.139,30055
"1627","30057",0.172,0.113,0.105,0.21,0.4,30057
"1628","30059",0.188,0.093,0.12,0.203,0.396,30059
"1629","30061",0.097,0.278,0.119,0.183,0.323,30061
"1630","30063",0.091,0.2,0.128,0.209,0.372,30063
"1631","30065",0.128,0.178,0.169,0.257,0.268,30065
"1632","30067",0.114,0.099,0.106,0.214,0.467,30067
"1633","30069",0.157,0.154,0.174,0.247,0.269,30069
"1634","30071",0.229,0.114,0.214,0.296,0.147,30071
"1635","30073",0.123,0.175,0.17,0.142,0.39,30073
"1636","30075",0.193,0.24,0.106,0.188,0.273,30075
"1637","30077",0.118,0.144,0.069,0.14,0.53,30077
"1638","30079",0.101,0.27,0.171,0.283,0.176,30079
"1639","30081",0.121,0.177,0.114,0.195,0.393,30081
"1640","30083",0.176,0.216,0.162,0.255,0.191,30083
"1641","30085",0.169,0.246,0.178,0.261,0.146,30085
"1642","30087",0.126,0.214,0.143,0.248,0.269,30087
"1643","30089",0.15,0.204,0.191,0.172,0.283,30089
"1644","30091",0.179,0.203,0.178,0.256,0.185,30091
"1645","30093",0.158,0.138,0.059,0.143,0.503,30093
"1646","30095",0.126,0.173,0.16,0.255,0.286,30095
"1647","30097",0.116,0.157,0.126,0.227,0.374,30097
"1648","30099",0.134,0.176,0.147,0.152,0.391,30099
"1649","30101",0.138,0.165,0.178,0.135,0.384,30101
"1650","30103",0.122,0.188,0.16,0.259,0.27,30103
"1651","30105",0.172,0.235,0.187,0.291,0.115,30105
"1652","30107",0.214,0.135,0.144,0.189,0.318,30107
"1653","30109",0.165,0.219,0.161,0.267,0.187,30109
"1654","30111",0.129,0.177,0.167,0.262,0.265,30111
"1655","31001",0.057,0.128,0.089,0.291,0.435,31001
"1656","31003",0.198,0.096,0.191,0.161,0.354,31003
"1657","31005",0.144,0.135,0.117,0.248,0.356,31005
"1658","31007",0.249,0.128,0.134,0.216,0.272,31007
"1659","31009",0.176,0.103,0.123,0.305,0.293,31009
"1660","31011",0.156,0.08,0.151,0.197,0.415,31011
"1661","31013",0.303,0.112,0.096,0.285,0.203,31013
"1662","31015",0.081,0.159,0.267,0.184,0.309,31015
"1663","31017",0.141,0.082,0.167,0.275,0.335,31017
"1664","31019",0.065,0.113,0.104,0.327,0.391,31019
"1665","31021",0.066,0.063,0.09,0.321,0.46,31021
"1666","31023",0.027,0.105,0.263,0.238,0.365,31023
"1667","31025",0.042,0.049,0.119,0.24,0.55,31025
"1668","31027",0.207,0.163,0.161,0.177,0.293,31027
"1669","31029",0.055,0.192,0.156,0.232,0.364,31029
"1670","31031",0.158,0.042,0.095,0.377,0.328,31031
"1671","31033",0.116,0.159,0.164,0.338,0.223,31033
"1672","31035",0.064,0.132,0.124,0.28,0.4,31035
"1673","31037",0.054,0.089,0.228,0.287,0.341,31037
"1674","31039",0.147,0.066,0.122,0.347,0.317,31039
"1675","31041",0.143,0.104,0.112,0.328,0.314,31041
"1676","31043",0.113,0.167,0.131,0.163,0.425,31043
"1677","31045",0.224,0.103,0.11,0.321,0.242,31045
"1678","31047",0.096,0.114,0.115,0.348,0.328,31047
"1679","31049",0.093,0.147,0.138,0.267,0.355,31049
"1680","31051",0.163,0.16,0.131,0.162,0.383,31051
"1681","31053",0.14,0.036,0.136,0.374,0.314,31053
"1682","31055",0.091,0.069,0.095,0.263,0.482,31055
"1683","31057",0.053,0.232,0.173,0.231,0.311,31057
"1684","31059",0.053,0.096,0.263,0.375,0.213,31059
"1685","31061",0.083,0.168,0.083,0.288,0.378,31061
"1686","31063",0.094,0.121,0.136,0.336,0.313,31063
"1687","31065",0.101,0.135,0.129,0.319,0.315,31065
"1688","31067",0.127,0.03,0.103,0.26,0.48,31067
"1689","31069",0.202,0.124,0.119,0.268,0.288,31069
"1690","31071",0.168,0.084,0.142,0.236,0.37,31071
"1691","31073",0.086,0.12,0.115,0.347,0.333,31073
"1692","31075",0.199,0.116,0.102,0.27,0.313,31075
"1693","31077",0.122,0.091,0.122,0.245,0.421,31077
"1694","31079",0.048,0.114,0.103,0.284,0.451,31079
"1695","31081",0.04,0.124,0.157,0.252,0.427,31081
"1696","31083",0.089,0.158,0.102,0.302,0.348,31083
"1697","31085",0.072,0.151,0.161,0.273,0.343,31085
"1698","31087",0.085,0.162,0.19,0.263,0.301,31087
"1699","31089",0.113,0.134,0.234,0.154,0.365,31089
"1700","31091",0.151,0.123,0.11,0.279,0.337,31091
"1701","31093",0.073,0.104,0.108,0.281,0.433,31093
"1702","31095",0.206,0.05,0.055,0.306,0.384,31095
"1703","31097",0.061,0.175,0.247,0.207,0.31,31097
"1704","31099",0.062,0.127,0.094,0.318,0.399,31099
"1705","31101",0.093,0.15,0.13,0.235,0.393,31101
"1706","31103",0.124,0.09,0.183,0.273,0.331,31103
"1707","31105",0.187,0.173,0.161,0.228,0.25,31105
"1708","31107",0.171,0.178,0.195,0.157,0.299,31107
"1709","31109",0.093,0.061,0.112,0.264,0.47,31109
"1710","31111",0.103,0.145,0.123,0.287,0.341,31111
"1711","31113",0.14,0.133,0.115,0.308,0.304,31113
"1712","31115",0.193,0.084,0.129,0.276,0.318,31115
"1713","31117",0.121,0.147,0.115,0.257,0.361,31117
"1714","31119",0.251,0.082,0.194,0.156,0.317,31119
"1715","31121",0.05,0.125,0.137,0.234,0.454,31121
"1716","31123",0.261,0.119,0.124,0.273,0.223,31123
"1717","31125",0.091,0.111,0.131,0.207,0.459,31125
"1718","31127",0.09,0.148,0.137,0.293,0.333,31127
"1719","31129",0.138,0.132,0.064,0.349,0.318,31129
"1720","31131",0.11,0.097,0.09,0.275,0.428,31131
"1721","31133",0.067,0.147,0.215,0.254,0.316,31133
"1722","31135",0.069,0.164,0.142,0.233,0.393,31135
"1723","31137",0.072,0.126,0.103,0.336,0.363,31137
"1724","31139",0.253,0.11,0.185,0.142,0.311,31139
"1725","31141",0.044,0.094,0.176,0.254,0.432,31141
"1726","31143",0.029,0.167,0.277,0.174,0.353,31143
"1727","31145",0.102,0.123,0.169,0.308,0.298,31145
"1728","31147",0.098,0.185,0.166,0.252,0.298,31147
"1729","31149",0.13,0.102,0.198,0.222,0.349,31149
"1730","31151",0.021,0.07,0.186,0.217,0.507,31151
"1731","31153",0.094,0.069,0.144,0.26,0.433,31153
"1732","31155",0.108,0.09,0.28,0.223,0.3,31155
"1733","31157",0.256,0.132,0.113,0.245,0.255,31157
"1734","31159",0.028,0.046,0.216,0.109,0.601,31159
"1735","31161",0.248,0.083,0.094,0.333,0.242,31161
"1736","31163",0.093,0.099,0.11,0.307,0.39,31163
"1737","31165",0.241,0.161,0.101,0.292,0.205,31165
"1738","31167",0.265,0.08,0.192,0.154,0.309,31167
"1739","31169",0.185,0.071,0.066,0.429,0.249,31169
"1740","31171",0.152,0.12,0.118,0.302,0.308,31171
"1741","31173",0.123,0.153,0.119,0.187,0.418,31173
"1742","31175",0.135,0.09,0.118,0.278,0.38,31175
"1743","31177",0.086,0.116,0.15,0.261,0.386,31177
"1744","31179",0.245,0.12,0.155,0.141,0.34,31179
"1745","31181",0.091,0.167,0.068,0.286,0.389,31181
"1746","31183",0.162,0.084,0.155,0.201,0.399,31183
"1747","31185",0.044,0.168,0.422,0.184,0.182,31185
"1748","32001",0.022,0.093,0.058,0.153,0.674,32001
"1749","32003",0.027,0.032,0.054,0.145,0.742,32003
"1750","32005",0.029,0.055,0.091,0.238,0.588,32005
"1751","32007",0.021,0.046,0.19,0.364,0.379,32007
"1752","32009",0.086,0.004,0.006,0.032,0.872,32009
"1753","32011",0.002,0.054,0.17,0.386,0.387,32011
"1754","32013",0.008,0.042,0.156,0.069,0.725,32013
"1755","32015",0.004,0.085,0.142,0.182,0.588,32015
"1756","32017",0.048,0.019,0.147,0.177,0.61,32017
"1757","32019",0.037,0.069,0.05,0.173,0.671,32019
"1758","32021",0.022,0.018,0.09,0.115,0.755,32021
"1759","32023",0.061,0.038,0.052,0.183,0.666,32023
"1760","32027",0.01,0.013,0.248,0.038,0.691,32027
"1761","32029",0.015,0.038,0.039,0.126,0.782,32029
"1762","32031",0.024,0.025,0.06,0.215,0.676,32031
"1763","32033",0.059,0.016,0.208,0.421,0.296,32033
"1764","32510",0.023,0.064,0.054,0.274,0.585,32510
"1765","33001",0.114,0.02,0.11,0.158,0.598,33001
"1766","33003",0.088,0.035,0.107,0.172,0.598,33003
"1767","33005",0.02,0.075,0.093,0.202,0.609,33005
"1768","33007",0.017,0.05,0.068,0.169,0.697,33007
"1769","33009",0.039,0.026,0.032,0.199,0.705,33009
"1770","33011",0.03,0.069,0.066,0.164,0.67,33011
"1771","33013",0.085,0.067,0.075,0.158,0.615,33013
"1772","33015",0.018,0.057,0.074,0.212,0.639,33015
"1773","33017",0.08,0.074,0.098,0.19,0.558,33017
"1774","33019",0.06,0.103,0.012,0.252,0.574,33019
"1775","34001",0.019,0.041,0.03,0.176,0.734,34001
"1776","34003",0.02,0.014,0.053,0.151,0.762,34003
"1777","34005",0.023,0.02,0.043,0.134,0.779,34005
"1778","34007",0.028,0.005,0.027,0.137,0.802,34007
"1779","34009",0.013,0.011,0.022,0.214,0.74,34009
"1780","34011",0.032,0.006,0.058,0.142,0.762,34011
"1781","34013",0.035,0.014,0.085,0.183,0.682,34013
"1782","34015",0.047,0.01,0.052,0.145,0.746,34015
"1783","34017",0.022,0.019,0.077,0.211,0.67,34017
"1784","34019",0.007,0.038,0.065,0.085,0.804,34019
"1785","34021",0.017,0.014,0.05,0.162,0.757,34021
"1786","34023",0.02,0.016,0.054,0.146,0.765,34023
"1787","34025",0.01,0.022,0.041,0.164,0.764,34025
"1788","34027",0.023,0.018,0.049,0.191,0.72,34027
"1789","34029",0.012,0.056,0.055,0.104,0.772,34029
"1790","34031",0.029,0.015,0.063,0.138,0.756,34031
"1791","34033",0.041,0.043,0.036,0.154,0.726,34033
"1792","34035",0.016,0.027,0.046,0.12,0.791,34035
"1793","34037",0.02,0.026,0.029,0.205,0.72,34037
"1794","34039",0.012,0.011,0.059,0.202,0.716,34039
"1795","34041",0.035,0.02,0.044,0.152,0.749,34041
"1796","35001",0.036,0.014,0.057,0.135,0.758,35001
"1797","35003",0.054,0.039,0.036,0.109,0.762,35003
"1798","35005",0.074,0.04,0.108,0.144,0.634,35005
"1799","35006",0.003,0.059,0.014,0.085,0.839,35006
"1800","35007",0.041,0.019,0.091,0.106,0.743,35007
"1801","35009",0.011,0.129,0.111,0.209,0.54,35009
"1802","35011",0.036,0.069,0.085,0.098,0.712,35011
"1803","35013",0.011,0.044,0.036,0.097,0.812,35013
"1804","35015",0.2,0.07,0.092,0.239,0.399,35015
"1805","35017",0.043,0.031,0.15,0.205,0.572,35017
"1806","35019",0.014,0.049,0.072,0.098,0.766,35019
"1807","35021",0.057,0.152,0.062,0.115,0.614,35021
"1808","35023",0.056,0.037,0.186,0.153,0.569,35023
"1809","35025",0.112,0.024,0.115,0.331,0.418,35025
"1810","35027",0.04,0.012,0.055,0.162,0.731,35027
"1811","35028",0.001,0.041,0.076,0.173,0.709,35028
"1812","35029",0.105,0.046,0.024,0.11,0.715,35029
"1813","35031",0.01,0.06,0.008,0.202,0.721,35031
"1814","35033",0.002,0.027,0.067,0.098,0.806,35033
"1815","35035",0.074,0.03,0.143,0.158,0.595,35035
"1816","35037",0.049,0.152,0.07,0.159,0.571,35037
"1817","35039",0.007,0.054,0.102,0.162,0.675,35039
"1818","35041",0.009,0.154,0.089,0.146,0.602,35041
"1819","35043",0.017,0.015,0.096,0.11,0.762,35043
"1820","35045",0.057,0.015,0.118,0.255,0.555,35045
"1821","35047",0.004,0.02,0.057,0.119,0.8,35047
"1822","35049",0.008,0.016,0.031,0.143,0.803,35049
"1823","35051",0.03,0.039,0.033,0.239,0.659,35051
"1824","35053",0.002,0.008,0.05,0.193,0.746,35053
"1825","35055",0.006,0.041,0.055,0.113,0.785,35055
"1826","35057",0.097,0.005,0.035,0.167,0.696,35057
"1827","35059",0.12,0.118,0.127,0.242,0.393,35059
"1828","35061",0.006,0.009,0.143,0.195,0.648,35061
"1829","36001",0.006,0.012,0.052,0.142,0.788,36001
"1830","36003",0.062,0.015,0.028,0.124,0.771,36003
"1831","36005",0.043,0.013,0.066,0.136,0.742,36005
"1832","36007",0.044,0.028,0.051,0.066,0.812,36007
"1833","36009",0.015,0.013,0.024,0.156,0.793,36009
"1834","36011",0,0.033,0.072,0.162,0.732,36011
"1835","36013",0.029,0.024,0.038,0.206,0.703,36013
"1836","36015",0.012,0.046,0.092,0.256,0.594,36015
"1837","36017",0.048,0.045,0.015,0.156,0.735,36017
"1838","36019",0.017,0.024,0.102,0.084,0.773,36019
"1839","36021",0.014,0.004,0.029,0.104,0.848,36021
"1840","36023",0.001,0.062,0.015,0.118,0.803,36023
"1841","36025",0.057,0.053,0.034,0.112,0.744,36025
"1842","36027",0.007,0.009,0.031,0.099,0.854,36027
"1843","36029",0.018,0.014,0.04,0.161,0.766,36029
"1844","36031",0.05,0.05,0.057,0.107,0.736,36031
"1845","36033",0.026,0.027,0.117,0.097,0.733,36033
"1846","36035",0.078,0.015,0.06,0.118,0.729,36035
"1847","36037",0.001,0.017,0.015,0.187,0.781,36037
"1848","36039",0.022,0.014,0.03,0.146,0.788,36039
"1849","36041",0.042,0.024,0.053,0.229,0.653,36041
"1850","36043",0.015,0.026,0.042,0.158,0.758,36043
"1851","36045",0.008,0.058,0.038,0.116,0.78,36045
"1852","36047",0.035,0.034,0.058,0.141,0.732,36047
"1853","36049",0.069,0.036,0.02,0.11,0.765,36049
"1854","36051",0.011,0.034,0.009,0.111,0.835,36051
"1855","36053",0.003,0.015,0.043,0.107,0.832,36053
"1856","36055",0.018,0.012,0.056,0.129,0.785,36055
"1857","36057",0.102,0.005,0.054,0.09,0.749,36057
"1858","36059",0.017,0.018,0.043,0.142,0.779,36059
"1859","36061",0.02,0.016,0.04,0.121,0.803,36061
"1860","36063",0.001,0.028,0.037,0.204,0.73,36063
"1861","36065",0.016,0.025,0.033,0.153,0.774,36065
"1862","36067",0.019,0.008,0.054,0.163,0.756,36067
"1863","36069",0.001,0.012,0.031,0.107,0.849,36069
"1864","36071",0.023,0.008,0.042,0.18,0.746,36071
"1865","36073",0.001,0.033,0.059,0.213,0.693,36073
"1866","36075",0.017,0.003,0.094,0.119,0.766,36075
"1867","36077",0.032,0.065,0.027,0.096,0.779,36077
"1868","36079",0.003,0.018,0.022,0.105,0.852,36079
"1869","36081",0.022,0.023,0.068,0.136,0.751,36081
"1870","36083",0.018,0.018,0.073,0.14,0.751,36083
"1871","36085",0.033,0.015,0.046,0.178,0.728,36085
"1872","36087",0.011,0.018,0.054,0.195,0.722,36087
"1873","36089",0.027,0.029,0.095,0.149,0.701,36089
"1874","36091",0.02,0.012,0.062,0.156,0.751,36091
"1875","36093",0.04,0.007,0.051,0.06,0.841,36093
"1876","36095",0.007,0.02,0.04,0.108,0.825,36095
"1877","36097",0.01,0.009,0.071,0.239,0.67,36097
"1878","36099",0.001,0.012,0.042,0.082,0.864,36099
"1879","36101",0.036,0.031,0.057,0.201,0.674,36101
"1880","36103",0.04,0.019,0.053,0.106,0.782,36103
"1881","36105",0.024,0.03,0.043,0.085,0.817,36105
"1882","36107",0.019,0.011,0.018,0.114,0.839,36107
"1883","36109",0.012,0.01,0.046,0.098,0.833,36109
"1884","36111",0.014,0.023,0.045,0.1,0.818,36111
"1885","36113",0.026,0.018,0.104,0.13,0.723,36113
"1886","36115",0.026,0.027,0.135,0.138,0.673,36115
